"id";"title";"description";"product_type";"google_product_category";"link";"image_link";"condition";"availability";"price";"sale_price";"gtin";"brand";"mpn";"item_group_id";"gender";"age_group";"color";"material";"pattern";"size";"energy_efficiency_class";"shipping";"is_bundle";"multipack";"custom_label_0";"custom_label_1";"custom_label_2";"custom_label_3";"custom_label_4";"unit_pricing_measure";"unit_pricing_base_measure"
"830046_900-XS";"Houdini W's Pace Flow Half Zip, True Black, XS";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-XS&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"in_stock";"1800 SEK";;"7322710704249";"Houdini";"830046_900-XS";"830046";"female";"Vuxen";"True Black";;;"XS";;;;;;;;;;;
"830046_900-M";"Houdini W's Pace Flow Half Zip, True Black, M";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-M&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"in_stock";"1800 SEK";;"7322710704263";"Houdini";"830046_900-M";"830046";"female";"Vuxen";"True Black";;;"M";;;;;;;;;;;
"830046_900-S";"Houdini W's Pace Flow Half Zip, True Black, S";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-S&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"in_stock";"1800 SEK";;"7322710704256";"Houdini";"830046_900-S";"830046";"female";"Vuxen";"True Black";;;"S";;;;;;;;;;;
"830046_G64-L";"Houdini W's Pace Flow Half Zip, Sapphire Blue, L";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-L&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"in_stock";"1800 SEK";;"";"Houdini";"830046_G64-L";"830046";"female";"Vuxen";"Sapphire Blue";;;"L";;;;;;;;;;;
"830046_F23-L";"Houdini W's Pace Flow Half Zip, Be the Light Green, L";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_F23-L&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046F23";"https://api.houdinisportswear.com/_images/4529fcc9-cc27-4875-aac7-f1aec01d81ae/Ws-Pace-Flow-Half-Zip_Be-The-Light-Green_830046_F23_SET_3450.jpeg";"New";"in_stock";"1800 SEK";;"7322710704331";"Houdini";"830046_F23-L";"830046";"female";"Vuxen";"Be the Light Green";;;"L";;;;;;;;;;;
"830046_900-XXS";"Houdini W's Pace Flow Half Zip, True Black, XXS";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-XXS&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"out_of_stock";"1800 SEK";;"7322710704232";"Houdini";"830046_900-XXS";"830046";"female";"Vuxen";"True Black";;;"XXS";;;;;;;;;;;
"830046_900-XL";"Houdini W's Pace Flow Half Zip, True Black, XL";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-XL&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"in_stock";"1800 SEK";;"7322710704287";"Houdini";"830046_900-XL";"830046";"female";"Vuxen";"True Black";;;"XL";;;;;;;;;;;
"830046_F23-XL";"Houdini W's Pace Flow Half Zip, Be the Light Green, XL";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_F23-XL&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046F23";"https://api.houdinisportswear.com/_images/4529fcc9-cc27-4875-aac7-f1aec01d81ae/Ws-Pace-Flow-Half-Zip_Be-The-Light-Green_830046_F23_SET_3450.jpeg";"New";"in_stock";"1800 SEK";;"7322710704348";"Houdini";"830046_F23-XL";"830046";"female";"Vuxen";"Be the Light Green";;;"XL";;;;;;;;;;;
"830046_F23-M";"Houdini W's Pace Flow Half Zip, Be the Light Green, M";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_F23-M&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046F23";"https://api.houdinisportswear.com/_images/4529fcc9-cc27-4875-aac7-f1aec01d81ae/Ws-Pace-Flow-Half-Zip_Be-The-Light-Green_830046_F23_SET_3450.jpeg";"New";"in_stock";"1800 SEK";;"7322710704324";"Houdini";"830046_F23-M";"830046";"female";"Vuxen";"Be the Light Green";;;"M";;;;;;;;;;;
"830046_G64-S";"Houdini W's Pace Flow Half Zip, Sapphire Blue, S";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-S&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"in_stock";"1800 SEK";;"";"Houdini";"830046_G64-S";"830046";"female";"Vuxen";"Sapphire Blue";;;"S";;;;;;;;;;;
"830046_121-L";"Houdini W's Pace Flow Half Zip, Red Illusion, L";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_121-L&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046121";"https://api.houdinisportswear.com/_images/09090773-2a6d-4dc4-bc7b-60888d25b35e/Ws-Pace-Flow-Half-Zip_Red-Illusion_830046_121_P_F_5514.jpeg";"New";"in_stock";"1800 SEK";;"7322710704218";"Houdini";"830046_121-L";"830046";"female";"Vuxen";"Red Illusion";;;"L";;;;;;;;;;;
"830046_900-L";"Houdini W's Pace Flow Half Zip, True Black, L";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_900-L&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046900";"https://api.houdinisportswear.com/_images/04e70303-3277-4737-89a6-3f40fcabec4c/Ws-Pace-Flow-Half-Zip_True-Black_830046_900_SET_350_c_low.jpeg";"New";"in_stock";"1800 SEK";;"7322710704270";"Houdini";"830046_900-L";"830046";"female";"Vuxen";"True Black";;;"L";;;;;;;;;;;
"830046_G64-XS";"Houdini W's Pace Flow Half Zip, Sapphire Blue, XS";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-XS&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"in_stock";"1800 SEK";;"";"Houdini";"830046_G64-XS";"830046";"female";"Vuxen";"Sapphire Blue";;;"XS";;;;;;;;;;;
"830046_G64-XL";"Houdini W's Pace Flow Half Zip, Sapphire Blue, XL";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-XL&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"in_stock";"1800 SEK";;"";"Houdini";"830046_G64-XL";"830046";"female";"Vuxen";"Sapphire Blue";;;"XL";;;;;;;;;;;
"830046_121-S";"Houdini W's Pace Flow Half Zip, Red Illusion, S";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_121-S&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046121";"https://api.houdinisportswear.com/_images/09090773-2a6d-4dc4-bc7b-60888d25b35e/Ws-Pace-Flow-Half-Zip_Red-Illusion_830046_121_P_F_5514.jpeg";"New";"in_stock";"1800 SEK";;"7322710704195";"Houdini";"830046_121-S";"830046";"female";"Vuxen";"Red Illusion";;;"S";;;;;;;;;;;
"830046_G64-XXS";"Houdini W's Pace Flow Half Zip, Sapphire Blue, XXS";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-XXS&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"out_of_stock";"1800 SEK";;"";"Houdini";"830046_G64-XXS";"830046";"female";"Vuxen";"Sapphire Blue";;;"XXS";;;;;;;;;;;
"830046_121-M";"Houdini W's Pace Flow Half Zip, Red Illusion, M";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_121-M&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046121";"https://api.houdinisportswear.com/_images/09090773-2a6d-4dc4-bc7b-60888d25b35e/Ws-Pace-Flow-Half-Zip_Red-Illusion_830046_121_P_F_5514.jpeg";"New";"in_stock";"1800 SEK";;"7322710704201";"Houdini";"830046_121-M";"830046";"female";"Vuxen";"Red Illusion";;;"M";;;;;;;;;;;
"830046_121-XL";"Houdini W's Pace Flow Half Zip, Red Illusion, XL";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_121-XL&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046121";"https://api.houdinisportswear.com/_images/09090773-2a6d-4dc4-bc7b-60888d25b35e/Ws-Pace-Flow-Half-Zip_Red-Illusion_830046_121_P_F_5514.jpeg";"New";"in_stock";"1800 SEK";;"7322710704225";"Houdini";"830046_121-XL";"830046";"female";"Vuxen";"Red Illusion";;;"XL";;;;;;;;;;;
"830046_F23-XS";"Houdini W's Pace Flow Half Zip, Be the Light Green, XS";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_F23-XS&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046F23";"https://api.houdinisportswear.com/_images/4529fcc9-cc27-4875-aac7-f1aec01d81ae/Ws-Pace-Flow-Half-Zip_Be-The-Light-Green_830046_F23_SET_3450.jpeg";"New";"in_stock";"1800 SEK";;"7322710704300";"Houdini";"830046_F23-XS";"830046";"female";"Vuxen";"Be the Light Green";;;"XS";;;;;;;;;;;
"830046_G64-M";"Houdini W's Pace Flow Half Zip, Sapphire Blue, M";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_G64-M&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046G64";"https://api.houdinisportswear.com/_images/ee975fde-a649-434f-8b10-a02a82ade8a4/Ws-Pace-Flow-Half-Zip_Sapphire-Blue_830046_G64_P_S_8695_c_low.jpeg";"New";"in_stock";"1800 SEK";;"";"Houdini";"830046_G64-M";"830046";"female";"Vuxen";"Sapphire Blue";;;"M";;;;;;;;;;;
"830046_F23-S";"Houdini W's Pace Flow Half Zip, Be the Light Green, S";"Lätt och luftigt mellanlager tillverkat av ett innovativt mesh-material som ger värme och exceptionell andningsförmåga till en mycket låg vikt.";"Half zip sweater";"Apparel & Accessories > Clothing > Sweaters & Hoodies";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830046_F23-S&url=https://houdinisportswear.com/sv-se/clothing/sweaters-hoodies/ws-pace-flow-half-zip-830046?color=830046F23";"https://api.houdinisportswear.com/_images/4529fcc9-cc27-4875-aac7-f1aec01d81ae/Ws-Pace-Flow-Half-Zip_Be-The-Light-Green_830046_F23_SET_3450.jpeg";"New";"in_stock";"1800 SEK";;"7322710704317";"Houdini";"830046_F23-S";"830046";"female";"Vuxen";"Be the Light Green";;;"S";;;;;;;;;;;
"840004_F23-XS";"Houdini W's The Orange Jacket, Be the Light Green, XS";"Extremt lätt, packbar skaljacka som kan användas året om. Vattentät och andningsbar. Perfekt för skidturer, klättring och andra alpina äventyr.";"Jacket";"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840004_F23-XS&url=https://houdinisportswear.com/sv-se/clothing/jackets/womens-the-orange-jacket-840004?color=840004F23";"https://api.houdinisportswear.com/_images/5912e2b7-aa4b-46aa-abb0-a3364d1acc28/Ws-The-Orange-Jacket_Be-The-Light-Green_840004_F23_SET_4096.jpeg";"New";"in_stock";"3200 SEK";;"7322710704546";"Houdini";"840004_F23-XS";"840004";"female";"Vuxen";"Be the Light Green";;;"XS";;;;;;;;;;;
